,movieId,directors,actors
6064,77177,,Bernard Hill
6065,77191,Neil LaBute,Chris Rock|Martin Lawrence|Keith David
6066,77201,Nicolas Winding Refn,Mads Mikkelsen|Maarten Stevenson|Alexander Morton
6067,77206,Thor Freudenthal,Zachary Gordon|Robert Capron|Rachael Harris
6068,77233,Brett Harvey,Adam Scorgie|Chris Bennett|Steve Bloom
6069,77266,Steve Jacobs,John Malkovich|Natalie Becker|Jessica Haines
6070,77364,Sylvain White,Idris Elba|Zoe Saldana|Jeffrey Dean Morgan
6071,77414,Julie Anne Robinson,Miley Cyrus|Liam Hemsworth|Greg Kinnear
6072,77421,Jay Duplass|Mark Duplass,John C. Reilly|Marisa Tomei|Jonah Hill
6073,77427,Tom Six,Dieter Laser|Winter Williams|Ashlynn Yennie
6074,77455,Banksy,Banksy|Mr. Brainwash|Space Invader
6075,77561,Jon Favreau,Robert Downey Jr.|Mickey Rourke|Gwyneth Paltrow
6076,77667,Jorma Taccone,Will Forte|Kristen Wiig|Val Kilmer
6077,77688,Coline Serreau,Roland Giraud|Michel Boujenah|André Dussollier
6078,77709,Mamoru Oshii,Rinko Kikuchi|Ryô Kase|Shôsuke Tanihara
6079,77795,Ivan Engler|Ralph Etter,Anna Katharina Schwabroh|Martin Rapold|Regula Grauwiller
6080,77798,Samuel Bayer,Jackie Earle Haley|Rooney Mara|Kyle Gallner
6081,77800,Christopher Morris,Will Adamsdale|Riz Ahmed|Adeel Akhtar
6082,77841,Oliver Parker|Barnaby Thompson,Rupert Everett|Colin Firth|David Tennant
6083,77846,William Friedkin,Jack Lemmon|George C. Scott|Hume Cronyn
6084,77866,Ridley Scott,Russell Crowe|Cate Blanchett|Matthew Macfadyen
6085,77881,Aku Louhimies,Minna Haapkylä|Anna-Leena Härkönen|Laura Malmivaara
6086,77893,Gareth Evans,Iko Uwais|Sisca Jessica|Christine Hakim
6087,77931,Cory McAbee,Cory McAbee|Crugie|David Hyde Pierce
6088,78034,Ricky Gervais|Stephen Merchant,Christian Cooke|Felicity Jones|Tom Hughes
6089,78039,Derek Cianfrance,Ryan Gosling|Michelle Williams|John Doman
6090,78041,Robert Luketic,Katherine Heigl|Ashton Kutcher|Tom Selleck
6091,78088,Rodrigo Cortés,Ryan Reynolds|José Luis García-Pérez|Robert Paterson
6092,78103,Jennifer Capraru|Roger Spottiswoode,Roy Dupuis|Owen Sejake|James Gallanders
6093,78105,Mike Newell,Jake Gyllenhaal|Gemma Arterton|Ben Kingsley
6094,78116,Nicole Holofcener,Catherine Keener|Oliver Platt|Rebecca Hall
6095,78142,Giuseppe Tornatore,Francesco Scianna|Margareth Madè|Lina Sastri
6096,78160,Dominic Brigstocke,Ricky Gervais|Stirling Gallacher
6097,78174,Michael Patrick King,Sarah Jessica Parker|Kim Cattrall|Kristin Davis
6098,78209,Nicholas Stoller,Jonah Hill|Russell Brand|Elisabeth Moss
6099,78264,Alan Poul,Jennifer Lopez|Alex O&apos;Loughlin|Michaela Watkins
6100,78316,Gary Winick,Amanda Seyfried|Gael García Bernal|Vanessa Redgrave
6101,78467,Jimmy Hayward,Josh Brolin|Megan Fox|John Malkovich
6102,78469,Joe Carnahan,Liam Neeson|Bradley Cooper|Sharlto Copley
6103,78499,Lee Unkrich,Tom Hanks|Tim Allen|Joan Cusack
6104,78574,Debra Granik,Jennifer Lawrence|John Hawkes|Garret Dillahunt
6105,78626,Bong Joon Ho,Bae Doona|Lee Sung-jae|Kim Ho-jung
6106,78637,Mike Mitchell,Mike Myers|Cameron Diaz|Eddie Murphy
6107,78703,Jac Schaeffer,Emma Caulfield Ford|Scott Holroyd|Kali Rocha
6108,78772,David Slade,Kristen Stewart|Robert Pattinson|Taylor Lautner
6109,78836,Gaspar Noé,Nathaniel Brown|Paz de la Huerta|Cyril Roy
6110,78959,Pete Travis,William Hurt|Chiwetel Ejiofor|Jonny Lee Miller
6111,79008,Trey Parker,Trey Parker|Matt Stone|Adrien Beard
6112,79057,Nimród Antal,Adrien Brody|Laurence Fishburne|Topher Grace
6113,79073,Tom DiCillo,Johnny Depp|John Densmore|Robby Krieger
6114,79091,Pierre Coffin|Chris Renaud,Steve Carell|Jason Segel|Russell Brand
6115,79132,Christopher Nolan,Leonardo DiCaprio|Joseph Gordon-Levitt|Elliot Page
6116,79134,Dennis Dugan,Adam Sandler|Salma Hayek|Kevin James
6117,79185,James Mangold,Tom Cruise|Cameron Diaz|Peter Sarsgaard
6118,79224,Harald Zwart,Jackie Chan|Jaden Smith|Taraji P. Henson
6119,79242,Lisa Cholodenko,Annette Bening|Julianne Moore|Mark Ruffalo
6120,79251,Srdjan Spasojevic,Srdjan &apos;Zika&apos; Todorovic|Sergej Trifunovic|Jelena Gavrilovic
6121,79259,Lisa Barros D&apos;Sa|Glenn Leyburn,Rupert Grint|Robert Sheehan|James Nesbitt
6122,79274,Brandon Vietti,Bruce Greenwood|Jensen Ackles|John DiMaggio
6123,79293,Phillip Noyce,Angelina Jolie|Liev Schreiber|Chiwetel Ejiofor
6124,79299,Anthony Minghella,Jill Scott|Anika Noni Rose|Lucian Msamati
6125,79333,Eldar Ryazanov,Innokentiy Smoktunovskiy|Oleg Efremov|Lyubov Dobrzhanskaya
6126,79357,Jaco Van Dormael,Jared Leto|Sarah Polley|Diane Kruger
6127,79428,Jay Roach,Steve Carell|Paul Rudd|Stephanie Szostak
6128,79501,Takashi Miike,Riki Takeuchi|Ryôsuke Miki|Ken&apos;ichi Endô
6129,79536,Aleksi Mäkelä,Samuli Edelmann|Peter Franzén|Kari Hietalahti
6130,79553,Wilson Yip,Donnie Yen|Xiaoming Huang|Sammo Kam-Bo Hung
6131,79572,Elizabeth Allen Rosenbaum,Joey King|Selena Gomez|Bridget Moynahan
6132,79590,Bart Freundlich,Catherine Zeta-Jones|Justin Bartha|Andrew Cherry
6133,79592,Adam McKay,Will Ferrell|Mark Wahlberg|Derek Jeter
6134,79677,Jeff Zimbalist|Michael Zimbalist,María Ester Escobar|Francisco Maturana|Alexis García V.
6135,79684,Kieran Mulroney|Michele Mulroney,Jeff Daniels|Emma Stone|Ryan Reynolds
6136,79695,Sylvester Stallone,Sylvester Stallone|Jason Statham|Jet Li
6137,79702,Edgar Wright,Michael Cera|Mary Elizabeth Winstead|Kieran Culkin
6138,79798,Xavier Dolan,Anne Dorval|Xavier Dolan|François Arnaud
6139,79868,Philip Ridley,Jim Sturgess|Luke Treadaway|Clémence Poésy
6140,79879,Alexandre Aja,Elisabeth Shue|Jerry O&apos;Connell|Richard Dreyfuss
6141,79897,Aaron Schneider,Robert Duvall|Bill Murray|Sissy Spacek
6142,80083,Daisuke Nishio,Masako Nozawa|Toshio Furukawa|Hiromi Tsuru
6143,80124,Sergey Bodrov,Oksana Akinshina|Katya Gorina|Roman Ageev
6144,80126,Anton Corbijn,George Clooney|Paolo Bonacelli|Violante Placido
6145,80139,Jeff Tremaine,Johnny Knoxville|Bam Margera|Preston Lacy
6146,80162,Yannick Dahan|Benjamin Rocher,Claude Perron|Jean-Pierre Martins|Eriq Ebouaney
6147,80166,Josh Gordon|Will Speck,Jennifer Aniston|Jason Bateman|Patrick Wilson
6148,80219,Ethan Maniquis|Robert Rodriguez,Danny Trejo|Michelle Rodriguez|Robert De Niro
6149,80241,Nanette Burstein,Drew Barrymore|Justin Long|Ron Livingston
6150,80363,Paul W.S. Anderson,Milla Jovovich|Ali Larter|Wentworth Miller
6151,80454,Arto Halonen,Katja Küttner|Samuli Edelmann|Krista Kosonen
6152,80489,Ben Affleck,Ben Affleck|Rebecca Hall|Jon Hamm
6153,80549,Will Gluck,Emma Stone|Amanda Bynes|Penn Badgley
6154,80551,Ryan Murphy,Julia Roberts|Javier Bardem|Richard Jenkins
6155,80553,Rob Epstein|Jeffrey Friedman,James Franco|Todd Rotondi|Jon Prescott
6156,80572,Casey Affleck,Joaquin Phoenix|Antony Langdon|Carey Perloff
6157,80584,Ella Lemhagen,Gustaf Skarsgård|Torkel Petersson|Tom Ljungman
6158,80586,Rob Reiner,Madeline Carroll|Callan McAuliffe|Rebecca De Mornay
6159,80590,Oliver Stone,Shia LaBeouf|Michael Douglas|Carey Mulligan
6160,80615,Zack Snyder,Jim Sturgess|Hugo Weaving|David Wenham
6161,80693,Anna Boden|Ryan Fleck,Keir Gilchrist|Zach Galifianakis|Emma Roberts
6162,80727,George Gallo,Luke Wilson|Giovanni Ribisi|Gabriel Macht
6163,80748,Norman Z. McLeod|Hugh Harman|Rudolf Ising,Richard Arlen|Roscoe Ates|William Austin
6164,80831,Matt Reeves,Kodi Smit-McPhee|Chloë Grace Moretz|Richard Jenkins
6165,80834,Colin Levy,Halina Reijn|Thom Hoffman
6166,80839,Randall Wallace,Diane Lane|John Malkovich|Margo Martindale
6167,80846,John Erick Dowdle,Chris Messina|Caroline Dhavernas|Bokeem Woodbine
6168,80858,Andy Fickman,Kristen Bell|Odette Annable|Sigourney Weaver
6169,80860,Greg Berlanti,Katherine Heigl|Josh Duhamel|Josh Lucas
6170,80862,Henry Joost|Ariel Schulman,Nev Schulman|Ariel Schulman|Henry Joost
6171,80864,Woody Allen,Anthony Hopkins|Naomi Watts|Josh Brolin
6172,80880,John Curran,Edward Norton|Milla Jovovich|Robert De Niro
6173,80906,Charles Ferguson,Matt Damon|Gylfi Zoega|Andri Snær Magnason
6174,80917,Gareth Edwards,Scoot McNairy|Whitney Able|Mario Zuniga Benavides
6175,80969,Mark Romanek,Keira Knightley|Carey Mulligan|Andrew Garfield
6176,81018,Sylvain Chomet,Jean-Claude Donda|Eilidh Rankin|Duncan MacNeil
6177,81087,Zoya Akhtar,Farhan Akhtar|Konkona Sen Sharma|Rishi Kapoor
6178,81132,Quentin Dupieux,Stephen Spinella|Roxane Mesquida|Wings Hauser
6179,81156,Jeff Tremaine,Johnny Knoxville|Steve-O|Bam Margera
6180,81229,Robert Schwentke,Bruce Willis|Helen Mirren|Morgan Freeman
6181,81257,Susanne Bier,Mikael Persbrandt|Trine Dyrholm|Markus Rygaard
6182,81383,Pascal Chaumeil,Romain Duris|Vanessa Paradis|Julie Ferrier
6183,81417,Tod Williams,Katie Featherston|Micah Sloat|Molly Ephraim
6184,81456,Xavier Dolan,Xavier Dolan|Monia Chokri|Niels Schneider
6185,81512,Clint Eastwood,Matt Damon|Cécile de France|Bryce Dallas Howard
6186,81535,Kevin Greutert,Tobin Bell|Costas Mandylor|Betsy Russell
6187,81537,Todd Phillips,Robert Downey Jr.|Zach Galifianakis|Michelle Monaghan
6188,81562,Danny Boyle,James Franco|Amber Tamblyn|Kate Mara
6189,81564,Tom McGrath,Will Ferrell|Jonah Hill|Brad Pitt
6190,81591,Darren Aronofsky,Natalie Portman|Mila Kunis|Vincent Cassel
6191,81681,Samuel Fuller,Preston Foster|Barbara Britton|John Ireland
6192,81782,Tony Scott,Denzel Washington|Chris Pine|Rosario Dawson
6193,81786,Abbas Kiarostami,Juliette Binoche|William Shimell|Jean-Claude Carrière
6194,81788,Paul Haggis,Russell Crowe|Elizabeth Banks|Liam Neeson
6195,81791,Sofia Coppola,Stephen Dorff|Elle Fanning|Chris Pontius
6196,81819,Alejandro G. Iñárritu,Javier Bardem|Maricel Álvarez|Hanaa Bouchaib
6197,81831,Paolo Virzì,Valerio Mastandrea|Micaela Ramazzotti|Stefania Sandrelli
6198,81834,David Yates,Daniel Radcliffe|Emma Watson|Rupert Grint
6199,81845,Tom Hooper,Colin Firth|Geoffrey Rush|Helena Bonham Carter
6200,81847,Nathan Greno|Byron Howard,Mandy Moore|Zachary Levi|Donna Murphy
6201,81910,Don Argott,Julian Bond|David D&apos;Arcy|Richard Feigen
6202,81932,David O. Russell,Mark Wahlberg|Christian Bale|Amy Adams
6203,81949,Galt Niederhoffer,Katie Holmes|Anna Paquin|Josh Duhamel
6204,82041,Sean Byrne,Xavier Samuel|Robin McLeavy|John Brumpton
6205,82053,George Hickenlooper,Kevin Spacey|Barry Pepper|Jon Lovitz
6206,82088,Ralf Huettner,Florian David Fitz|Karoline Herfurth|Heino Ferch
6207,82093,William Monahan,Colin Farrell|Keira Knightley|Ray Winstone
6208,82095,Colin Strause|Greg Strause,Eric Balfour|Donald Faison|Scottie Thompson
6209,82152,Daniel Barnz,Alex Pettyfer|Vanessa Hudgens|Mary-Kate Olsen
6210,82167,Edward Zwick,Jake Gyllenhaal|Anne Hathaway|Judy Greer
6211,82169,Michael Apted,Ben Barnes|Skandar Keynes|Georgie Henley
6212,82202,Florian Henckel von Donnersmarck,Johnny Depp|Angelina Jolie|Paul Bettany
6213,82242,Jalmari Helander,Jorma Tommila|Onni Tommila|Peeter Jakobi
6214,82366,Adam Green,Danielle Harris|Kane Hodder|Tony Todd
6215,82378,Andrew Jarecki,Ryan Gosling|Kirsten Dunst|Frank Langella
6216,82459,Ethan Coen|Joel Coen,Jeff Bridges|Matt Damon|Hailee Steinfeld
6217,82461,Joseph Kosinski,Jeff Bridges|Garrett Hedlund|Olivia Wilde
6218,82499,James L. Brooks,Reese Witherspoon|Paul Rudd|Owen Wilson
6219,82527,Richard J. Lewis,Paul Giamatti|Rosamund Pike|Jake Hoffman
6220,82534,John Wells,Ben Affleck|Chris Cooper|Tommy Lee Jones
6221,82641,Cheh Chang,Jimmy Wang Yu|Chiao Chiao|Chung-Hsin Huang
6222,82667,Kim Jee-woon,Lee Byung-hun|Choi Min-sik|Jeon Gook-hwan
6223,82744,George Tillman Jr.,Dwayne Johnson|Billy Bob Thornton|Maggie Grace
6224,82765,Sheng Ding,Jackie Chan|Leehom Wang|Yoo Seung-jun
6225,82767,John Cameron Mitchell,Nicole Kidman|Aaron Eckhart|Dianne Wiest
6226,82848,Edward F. Cline|Buster Keaton,Buster Keaton|Sybil Seely|Joe Roberts
6227,82852,Paul Weitz,Ben Stiller|Teri Polo|Robert De Niro
6228,82854,Rob Letterman,Jack Black|Emily Blunt|Jason Segel
6229,82857,Ilisa Barbash|Lucien Castaing-Taylor,
6230,83086,Steve Antin,Cher|Christina Aguilera|Alan Cumming
6231,83132,Hiromasa Yonebayashi,Bridgit Mendler|Amy Poehler|Will Arnett
6232,83134,Eli Craig,Tyler Labine|Alan Tudyk|Katrina Bowden
6233,83270,Nigel Cole,Sally Hawkins|Bob Hoskins|Andrea Riseborough
6234,83349,Michel Gondry,Seth Rogen|Jay Chou|Christoph Waltz
6235,83369,Peter Weir,Jim Sturgess|Ed Harris|Colin Farrell
6236,83374,Sngmoo Lee,Jang Dong-gun|Kate Bosworth|Geoffrey Rush
6237,83601,Hélène Cattet|Bruno Forzani,Cassandra Forêt|Charlotte Eugène Guibeaud|Marie Bos
6238,83613,Jon Favreau,Daniel Craig|Harrison Ford|Olivia Wilde
6239,83796,Fred Cavayé,Vincent Lindon|Diane Kruger|Lancelot Roch
6240,83827,Jeff Malmberg,Mark Hogancamp|Emmanuel Nneji|Edda Hogancamp
6241,83910,Ron Howard,Vince Vaughn|Kevin James|Winona Ryder
6242,83969,Irving Cummings,Don Ameche|Betty Grable|Carmen Miranda
6243,83976,Michael Winterbottom,Steve Coogan|Rob Brydon|Rebecca Johnson
6244,84152,Neil Burger,Bradley Cooper|Anna Friel|Abbie Cornish
6245,84156,Werner Herzog|Dmitry Vasyukov,Werner Herzog|Gennady Soloviev|Anatoly Blumei
6246,84187,Masayuki|Kazuya Tsurumaki|Hideaki Anno,Kotono Mitsuishi|Megumi Ogata|Megumi Hayashibara
6247,84189,Steven R. Monroe,Sarah Butler|Jeff Branson|Andrew Howard
6248,84240,Icíar Bollaín,Gael García Bernal|Luis Tosar|Karra Elejalde
6249,84246,Roy Del Ruth,Don DeFore|Ann Harding|Charles Ruggles
6250,84273,Peter Joseph,Peter Joseph|Robert Sapolsky|Gabor Maté
6251,84374,Ivan Reitman,Natalie Portman|Ashton Kutcher|Kevin Kline
6252,84392,Brad Furman,Matthew McConaughey|Marisa Tomei|Ryan Phillippe
6253,84414,Sam Liu,James Denton|Christina Hendricks|Anthony LaPaglia
6254,84523,Kihachi Okamoto,Tatsuya Nakadai|Etsushi Takahashi|Yuriko Hoshi
6255,84601,Jaume Collet-Serra,Liam Neeson|Diane Kruger|January Jones
6256,84615,Miguel Arteta,Ed Helms|John C. Reilly|Anne Heche
6257,84637,Kelly Asbury,James McAvoy|Emily Blunt|Maggie Smith
6258,84696,John Landis,Bill Bailey|Tom Wilkinson|Michael Smiley
6259,84716,Lee Hae-jun,Jeong Jae-yeong|Jung Ryeo-won|Young-Seo Park
6260,84772,Greg Mottola,Simon Pegg|Nick Frost|Seth Rogen
6261,84799,Peter Newbrook,Robert Powell|Robert Stephens|Jane Lapotaire
6262,84844,Aleksey Balabanov,Sergey Bodrov|Viktor Sukhorukov|Sergey Makovetskiy
6263,84847,,Romola Garai|Michael Gambon|Jonny Lee Miller
6264,84942,Patrick Lussier,Nicolas Cage|Amber Heard|William Fichtner
6265,84944,Gore Verbinski,Johnny Depp|Isla Fisher|Timothy Olyphant
6266,84950,Michael Dowse,Topher Grace|Anna Faris|Dan Fogler
6267,84952,Tetsuya Nakashima,Takako Matsu|Yoshino Kimura|Masaki Okada
6268,84954,George Nolfi,Matt Damon|Emily Blunt|Lisa Thoreson
6269,85020,Simon West,Jason Statham|Ben Foster|Donald Sutherland
6270,85022,Bobby Farrelly|Peter Farrelly,Owen Wilson|Jason Sudeikis|Christina Applegate
6271,85025,Kevin Macdonald,Channing Tatum|Jamie Bell|Donald Sutherland
6272,85056,D.J. Caruso,Alex Pettyfer|Timothy Olyphant|Dianna Agron
6273,85131,Jonathan Liebesman,Aaron Eckhart|Michelle Rodriguez|Bridget Moynahan
6274,85179,Mamoru Hosoda,Ryunosuke Kamiki|Nanami Sakuraba|Mitsuki Tanimura
6275,85213,Tommy Lee Jones,Samuel L. Jackson|Tommy Lee Jones
6276,85259,Wolfgang Reitherman,Sterling Holloway|Junius Matthews|Ralph Wright
6277,85261,Simon Wells,Seth Green|Joan Cusack|Dan Fogler
6278,85295,Brian Levant,Robbie Amell|Hayley Kiyoko|Kate Melton
6279,85316,John Lounsbery|Wolfgang Reitherman,Sebastian Cabot|Junius Matthews|John Fiedler
6280,85342,José Padilha,Wagner Moura|Irandhir Santos|André Ramiro
6281,85354,Jean-François Richet,Vincent Cassel|Ludivine Sagnier|Mathieu Amalric
6282,85367,Dennis Dugan,Adam Sandler|Jennifer Aniston|Brooklyn Decker
6283,85394,Werner Herzog,Werner Herzog|Jean Clottes|Julien Monney
6284,85397,Catherine Hardwicke,Amanda Seyfried|Lukas Haas|Gary Oldman
6285,85399,John Whitesell,Martin Lawrence|Brandon T. Jackson|Jessica Lucas
6286,85401,James Gunn,Rainn Wilson|Elliot Page|Liv Tyler
6287,85412,André Øvredal,Otto Jespersen|Robert Stoltenberg|Knut Nærum
6288,85414,Duncan Jones,Jake Gyllenhaal|Michelle Monaghan|Vera Farmiga
6289,85438,Cary Joji Fukunaga,Mia Wasikowska|Michael Fassbender|Jamie Bell
6290,85565,Phil Traill,Felicity Jones|Ed Westwick|Bill Nighy
6291,85736,Angus MacLane,Angus MacLane|Tessa Swigart
6292,85774,Asif Kapadia,Ayrton Senna|Reginaldo Leme|John Bisignano
6293,85780,Peter Shin|James Purdum,Seth MacFarlane|Alex Borstein|Seth Green
6294,85788,James Wan,Patrick Wilson|Rose Byrne|Ty Simpkins
6295,85796,Jason Eisener,Rutger Hauer|Pasha Ebrahimi|Robb Wells
6296,85881,Tom McCarthy,Paul Giamatti|Amy Ryan|Jeffrey Tambor
6297,85885,Julio Medem,Elena Anaya|Natasha Yarovenko|Enrico Lo Verso
6298,86000,Taika Waititi,James Rolleston|Te Aho Eketone-Whitu|Taika Waititi
6299,86014,David Bowers,Zachary Gordon|Devon Bostick|Robert Capron
6300,86028,Malcolm Venville,Keanu Reeves|Vera Farmiga|James Caan
6301,86066,Kirill Serebrennikov,Yuriy Chursin|Vitaliy Khaev|Marat Basharov
6302,86068,Paco Plaza,Maru Valdivielso|Christian Casas|Roger Babià
6303,86142,Takashi Miike,Kôji Yakusho|Takayuki Yamada|Yûsuke Iseya
6304,86190,Joe Wright,Saoirse Ronan|Cate Blanchett|Eric Bana
6305,86237,,James Burke|Kenneth Kendall|Bruce Boa
6306,86279,Michael Madsen,Carl Reinhold Bråkenhjelm|Mikael Jensen|Berit Lundqvist
6307,86286,Greg Ford|Friz Freleng|Chuck Jones,Mel Blanc|Mel Tormé|Roy Firestone
6308,86290,Matt Harlock|Paul Thomas,Bill Hicks|Dwight Slade|Mary Hicks
6309,86293,Jason Winer,Russell Brand|Helen Mirren|Jennifer Garner
6310,86298,Carlos Saldanha,Jesse Eisenberg|Anne Hathaway|George Lopez
6311,86332,Kenneth Branagh,Chris Hemsworth|Anthony Hopkins|Natalie Portman
6312,86345,Louis C.K.,Louis C.K.
6313,86347,Louis C.K.|Shannon Hartman,Louis C.K.
6314,86355,Paul Johansson,Taylor Schilling|Grant Bowler|Matthew Marsden
6315,86377,Steven J. Santos,Louis C.K.
6316,86487,,Kate Winslet|Guy Pearce|Evan Rachel Wood
6317,86504,Michael Mayhew,Steven Spielberg|Leon Leyson|Leopold Rosner
6318,86548,Francis Lawrence,Robert Pattinson|Reese Witherspoon|Christoph Waltz
6319,86593,Keith Scholey|Alastair Fothergill,Samuel L. Jackson|Patrick Stewart
6320,86628,Jonathan Hensleigh,Ray Stevenson|Christopher Walken|Vincent D&apos;Onofrio
6321,86644,Justin Lin,Vin Diesel|Paul Walker|Dwayne Johnson
6322,86781,Denis Villeneuve,Lubna Azabal|Mélissa Désormeaux-Poulin|Maxim Gaudette
6323,86815,Sean McNamara,AnnaSophia Robb|Dennis Quaid|Helen Hunt
6324,86817,Luke Greenfield,Ginnifer Goodwin|Kate Hudson|Colin Egglesfield
6325,86833,Paul Feig,Kristen Wiig|Maya Rudolph|Rose Byrne
6326,86835,Scott Stewart,Paul Bettany|Cam Gigandet|Maggie Q
6327,86864,Ishirô Honda,Furankî Sakai|Hiroshi Koizumi|Kyôko Kagawa
6328,86880,Rob Marshall,Johnny Depp|Penélope Cruz|Ian McShane
6329,86882,Woody Allen,Owen Wilson|Rachel McAdams|Kathy Bates
6330,86892,Lee Jeong-beom,Won Bin|Kim Sae-ron|Kim Tae-hoon
6331,86898,Terrence Malick,Brad Pitt|Sean Penn|Jessica Chastain
6332,86911,Todd Phillips,Bradley Cooper|Zach Galifianakis|Ed Helms
6333,86922,Dany Boon,Benoît Poelvoorde|Dany Boon|Christel Pedrinelli
6334,86960,Alex Merkin,Mike Vogel|Danny Pino|Brittany Murphy
6335,87028,Christian E. Christiansen,Minka Kelly|Leighton Meester|Cam Gigandet
6336,87192,Joe Cornish,John Boyega|Jodie Whittaker|Alex Esmail
6337,87194,Emilio Estevez,Martin Sheen|Emilio Estevez|Deborah Kara Unger
6338,87197,Wen Jiang,Chow Yun-Fat|Wen Jiang|You Ge
6339,87222,Jennifer Yuh Nelson,Jack Black|Angelina Jolie|Jackie Chan
6340,87232,Matthew Vaughn,James McAvoy|Michael Fassbender|Jennifer Lawrence
6341,87234,Richard Ayoade,Craig Roberts|Sally Hawkins|Paddy Considine
6342,87287,Elijah Drenner,Robert Forster|Eric Schaefer|Eddie Muller
6343,87298,Dan Rush,Will Ferrell|Rebecca Hall|Christopher Jordan Wallace
6344,87304,Mike Mills,Ewan McGregor|Christopher Plummer|Mélanie Laurent
6345,87306,J.J. Abrams,Elle Fanning|AJ Michalka|Kyle Chandler
6346,87413,Albert Dupontel,Claude Perron|Albert Dupontel|Roland Blanche
6347,87430,Martin Campbell,Ryan Reynolds|Blake Lively|Peter Sarsgaard
6348,87444,Sebastian Gutierrez,Joseph Gordon-Levitt|Carla Gugino|Ermahn Ospina
6349,87483,Mark Waters,Jim Carrey|Carla Gugino|Angela Lansbury
6350,87485,Jake Kasdan,Cameron Diaz|Jason Segel|Justin Timberlake
6351,87520,Michael Bay,Shia LaBeouf|Rosie Huntington-Whiteley|Tyrese Gibson
6352,87522,Tom Hanks,Tom Hanks|Julia Roberts|Sarah Mahoney
6353,87529,David Gordon Green,Danny McBride|Natalie Portman|James Franco
6354,87660,Curtis Hanson,James Woods|John Heard|William Hurt
6355,87785,John Luessenhop,Chris Brown|Hayden Christensen|Matt Dillon
6356,87834,Toe Yuen,Anthony Chau-Sang Wong|Jan Lamb|Chun-Wai Lee
6357,87869,Seth Gordon,Jason Bateman|Charlie Day|Jason Sudeikis
6358,87876,John Lasseter|Bradford Lewis,Owen Wilson|Larry the Cable Guy|Michael Caine
6359,87960,Vanessa Gould,Erik D. Demaine|Martin L. Demaine|Vincent Floderer
6360,88069,Abhinay Deo|Akshat Verma,Imran Khan|Vir Das|Kunaal Roy Kapur
6361,88094,Danny O&apos;Connor,Alan McGee|Bobby Gillespie|Noel Gallagher
6362,88108,Thomas Bezucha,Selena Gomez|Leighton Meester|Katie Cassidy
6363,88163,Glenn Ficarra|John Requa,Steve Carell|Ryan Gosling|Julianne Moore
6364,88179,Lone Scherfig,Anne Hathaway|Jim Sturgess|Patricia Clarkson
6365,88235,John Michael McDonagh,Brendan Gleeson|Don Cheadle|Mark Strong
6366,88267,Stephen J. Anderson|Don Hall,Jim Cummings|Craig Ferguson|John Cleese
6367,88272,Lucky McKee,Pollyanna McIntosh|Brandon Gerald Fuller|Lauren Ashley Carter
6368,88327,Cheh Chang,David Da-Wei Chiang|Ching Lee|Lung Ti
6369,88345,Pete Docter|Roger Gould,Billy Crystal|John Goodman|Steve Susskind
6370,88448,Emilio Aragón,Imanol Arias|Lluís Homar|Roger Príncep
6371,88515,Elliott Lester,Jason Statham|Paddy Considine|Aidan Gillen
6372,88593,Na Hong-jin,Lee Yoo-mi|Kim Yoon-seok|Ha Jung-woo
6373,88697,Bob Balaban|Patricia Benoit|Julie Dash,Bill Irwin|KRS-One|Tina North
6374,88699,Roel Reiné,Luke Goss|Lauren Cohan|Sean Bean
6375,88746,Azazel Jacobs,John C. Reilly|Jacob Wysocki|Bridger Zadina
6376,88785,David Dobkin,Jason Bateman|Ryan Reynolds|Olivia Wilde
6377,88812,Ruben Fleischer,Jesse Eisenberg|Danny McBride|Nick Swardson
6378,88911,Jean Becker,Gérard Depardieu|Gisèle Casadesus|Maurane
6379,88932,Steven Quale,Nicholas D&apos;Agosto|Emma Bell|Arlen Escarpeta
6380,88954,Todd Strauss-Schulson,Kal Penn|John Cho|Neil Patrick Harris
6381,89028,Troy Nixey,Katie Holmes|Guy Pearce|Bailee Madison
6382,89030,Craig Gillespie,Anton Yelchin|Colin Farrell|David Tennant
6383,89039,Mike Cahill,Brit Marling|William Mapother|Matthew-Lee Erlbach
6384,89047,Spencer Susser,Joseph Gordon-Levitt|Devin Brochu|Natalie Portman
6385,89085,John Madden,Helen Mirren|Sam Worthington|Tom Wilkinson
6386,89087,Olivier Megaton,Zoe Saldana|Michael Vartan|Callum Blue
6387,89118,Pedro Almodóvar,Antonio Banderas|Elena Anaya|Jan Cornet
6388,89208,Gilles Paquet-Brenner,Tim Allen|Mischa Barton|Darla Biccum
6389,89281,James Nguyen,Alan Bagh|Whitney Moore|Tippi Hedren
6390,89305,Ben Palmer,James Buckley|Blake Harrison|Joe Thomas
6391,89386,Cameron Crowe,Eddie Vedder|Stone Gossard|Jeff Ament
6392,89388,Douglas McGrath,Sarah Jessica Parker|Pierce Brosnan|Kelsey Grammer
6393,89427,David R. Ellis,Sara Paxton|Dustin Milligan|Chris Carmack
6394,89470,Steven Soderbergh,Matt Damon|Kate Winslet|Jude Law
6395,89492,Bennett Miller,Brad Pitt|Robin Wright|Jonah Hill
6396,89580,Peter Mullan,Conor McCarron|Greg Forrest|Joe Szula
6397,89582,Sion Sono,Mitsuru Fukikoshi|Denden|Asuka Kurosawa
